CODIGO|DESCRICAO|DTINICIO|DTFIM
305004100|Composto metálico (de chumbo, mercúrio, zinco, cadmio, cromo, etc.)|01012014|
305004150|Composto de arsênio|01012014|
305004200|Gás carbônico (dióxido de carbono, CO2)|01012014|
305004250|Monóxido de carbono (CO)|01012014|
305004300|Óxidos de nitrogênio (vapores nitrosos)|01012014|
305004350|Ácido|01012014|
305004400|Álcali|01012014|
305004450|Composto de fósforo|01012014|
305004500|Dissulfeto de carbono|01012014|
305004550|Cianeto ou composto de cianogênio|01012014|
305004600|Álcool|01012014|
305004650|Tetracloreto de carbono|01012014|
305004700|Composto orgânico halogenado (tricloretileno, percloretileno, cloreto de metilo, substâncias refrigerantes)|01012014|
305004750|Composto aromático (benzol, toluol, xilol, anilina, etc.)|01012014|
305004900|Substância química, NIC|01012014|
305008500|Água (usar quando o estado líquido contribuir preponderantemente para a ocorrência)|01012014|
305008900|Líquido, NIC|01012014|
305020000|Partículas não identificadas|01012014|
305024100|Pele, crina, pelo, lã (em bruto) - produto animal|01012014|
305024300|Pena - produto animal|01012014|
305024500|Couro cru ou curtido - produto animal|01012014|
305024700|Osso - produto animal|01012014|
305024900|Produto animal, NIC|01012014|
305028000|Madeira (toro, madeira serrada, pranchão, poste, barrote, ripa e produto de madeira)|01012014|
305032000|Produto mineral metálico - produto de mineração em bruto ou beneficiado, como minério e concentrado de minério|01012014|
305032500|Metal (inclui liga ferrosa e não ferrosa, tubo, placa, perfil, trilho, vergalhão, arame, porca, rebite, prego, etc., metal fundido, lingote e sucata de fundição, exceto minério)|01012014|
305036000|Produto mineral não metálico - produto de mineração, escavação, desbarrancamento, etc., como detrito, argila, areia, cascalho, pedra, etc.|01012014|
305040100|Petróleo bruto, bruto reduzido|01012014|
305040150|Asfalto, alcatrão, piche|01012014|
305040200|Óleo combustível|01012014|
305040250|Parafina, óleo lubrificante e de corte, graxas|01012014|
305040300|Gasóleo, óleo diesel|01012014|
305040350|Querosene|01012014|
305040400|Nafta e solvente de nafta (éter de petróleo, álcool mineral, solvente aromático, etc.)|01012014|
305040450|Gasolina (exceto quando a ocorrência for causada preponderantemente por composto de chumbo)|01012014|
305040500|Hidrocarboneto gasoso (inclui gás liquefeito, gás encanado de nafta, gás natural)|01012014|
305040600|Carvão|01012014|
305040650|Coque|01012014|
305040700|Gás encanado de carvão|01012014|
305040900|Produto de petróleo e de carvão, NIC|01012014|
305044000|Vidraria, fibra de vidro, lâmina, etc., exceto frasco, garrafa|01012014|
305048000|Cerâmica|01012014|
305048300|Tijolo e telha - cerâmica|01012014|
305048400|Louça de mesa e outros utensílios (de porcelana, barro, etc.) - cerâmica|01012014|
305048500|Tubo, manilha - cerâmica|01012014|
305048600|Revestimento cerâmico (azulejo, mosaico, etc.) - cerâmica|01012014|
305048700|Louca sanitária (pia, vaso sanitário, etc.) - cerâmica|01012014|
305048900|Cerâmica, NIC|01012014|
305052000|Têxteis (inclui fibras animais após o primeiro desengorduramento e limpeza, fibras vegetais e sintéticas (exceto vidro), fio, linha, tecido, passamanaria, feltro e produtos têxteis em geral)|01012014|
305056000|Plástico (inclui pó, folha, trefilado, barra, perfil, etc.; não inclui produto a ser usado na fabricação de plástico)|01012014|
305060000|Papel e pasta para papel|01012014|
305064000|Produto alimentício (inclui carne, leite e derivados, legumes, frutas, cereais e derivados)|01012014|
305064300|Carne e derivados|01012014|
305064400|Leite e derivados|01012014|
305064500|Legume, verdura e derivados|01012014|
305064600|Fruta e derivados|01012014|
305064700|Cereal e derivados|01012014|
305064900|Produto alimentício (inclusive de origem animal), NIC|01012014|
305068300|Medicamento em geral (exceto produto biológico)|01012014|
305068600|Produto biológico (soro, toxina, antitoxina, vacina, plasma) - medicamento|01012014|
305072000|Produto de limpeza, sabão, detergente|01012014|
305076000|Sucata, entulho, resíduo|01012014|
305090000|Substância química, material, produto, NIC|01012014|
306020000|Animal vivo|01012014|
306040000|Vegetal - planta, árvore, em estado natural, não beneficiada (não inclui grão debulhado, fruto colhido, toro mesmo com galho)|01012014|
306060000|Agente infeccioso ou parasitário (inclui bactéria, fungo, organismo parasitário, vírus, etc.; não inclui produto químico, preparado farmacêutico ou alimento)|01012014|
306090000|Ser vivo, NIC|01012014|
307030100|Cadeira banco - mobiliário e acessórios|01012014|
307030200|Mesa, carteira, exceto mesa elástica desmontável - mobiliário e acessórios|01012014|
307030250|Mesa elástica desmontável - mobiliário e acessórios|01012014|
307030300|Balcão, bancada - mobiliário e acessórios|01012014|
307030400|Arquivo, fichário, estante - mobiliário e acessórios|01012014|
307030500|Tapete, forração de piso, capacho - mobiliário e acessórios|01012014|
307030600|Luminária, globo, lâmpada - mobiliário e acessórios|01012014|
307030900|Mobiliário e acessórios, NIC|01012014|
307040100|Caixa, engradado, caixote - embalagem, recipiente (vazio ou cheio)|01012014|
307040300|Frasco, garrafa - embalagem, recipiente (vazio ou cheio)|01012014|
307040500|Barril, barrica, barrilete, tambor - embalagem, recipiente (vazio ou cheio)|01012014|
307040700|Tanque, cilindro (transportáveis e não sob pressão) - embalagem, recipiente (vazio ou cheio)|01012014|
307040900|Embalagem, recipiente (vazio ou cheio), NIC|01012014|
307050900|Vestuário, NIC|01012014|
307070000|Área ou ambiente de trabalho (o agente do acidente ocorrido em consequência de fenômeno atmosférico, meteoro, etc., assim como da ação da radiação solar, deverá ser incluído neste item)|01012014|
309000000|Agente do acidente, NIC|01012014|
309500000|Agente do acidente inexistente|01012014|
354000000|Energia|01012014|
354010300|Pressão ambiente alta (trabalho em caixão pneumático, mergulho)|01012014|
354010600|Pressão ambiente baixa (ar rarefeito)|01012014|
354020000|Ruído|01012014|
354040000|Fogo, chama, material incandescente ou quente, fumaça|01012014|
354050300|Temperatura ambiente (não inclui a de objeto ou substância quente)|01012014|
355016000|Aerodispersoides|01012014|
355016600|Neblina|01012014|
355016800|Gás e vapor|01012014|
