Processo|NumeroInscricao|DtInicio|DtFim
1711140024988011|90400888117767|01012018|
1711110024989011|90400888207910|01012018|
1711140024990011|90400888117929|01012018|
1711140024991011|90400888118062|01012018|
1711240024992011|90400888209106|01012018|
1711140024993011|90400888118143|01012018|
1711140024994011|90400888118577|01012018|
1711240024995011|90400888209378|01012018|
1711140024996011|90400888119115|01012018|
1711250024997011|90400888209530|01012018|
1711250024998011|90400888209610|01012018|
1711060024999011|02995385000957|01012018|
1711250025000011|90400888209700|01012018|
1711250025001011|90400888209963|01012018|
1711250025002011|90400888210112|01012018|
1711110025003011|90400888210201|01012018|
1711250025004011|90400888210899|01012018|
1711110025005011|90400888210970|01012018|
1711250025006011|90400888211860|01012018|
1711250025007011|90400888211941|01012018|
1711250025008011|90400888212085|01012018|
1711250025009011|90400888212166|01012018|
1711110025010011|90400888212247|01012018|
1711250025011011|90400888212328|01012018|
1711250025012011|90400888212670|01012018|
1711250025013011|90400888213308|01012018|
1711250025014011|90400888213804|01012018|
1711250025015011|90400888213995|01012018|
1711250025016011|90400888217044|01012018|
1711250025017011|90400888218016|01012018|
1711140025018011|90400888120636|01012018|
1711250025019011|90400888218601|01012018|
1711140025020011|90400888120717|01012018|
1711140025021011|90400888121012|01012018|
1711140025023011|90400888121101|01012018|
1711250025022011|90400888218873|01012018|
1711080025024011|04436006000167|01012018|
1711140025025011|90400888121365|01012018|
1711140025026011|90400888121870|01012018|
1711140025027011|90400888121950|01012018|
1711140025028011|90400888122094|01012018|
1711140025029011|90400888122175|01012018|
1711140025030011|90400888122418|01012018|
1711140025032011|90400888123570|01012018|
1711250025031011|90400888219250|01012018|
1711140025033011|90400888124976|01012018|
1711140025034011|90400888126324|01012018|
1711240025035011|00356328000145|01012018|
1711140025036011|90400888127487|01012018|
1711140025037011|90400888127568|01012018|
1711140025039011|90400888127720|01012018|
1711250025038011|90400888219764|01012018|
1711140025040011|90400888130780|01012018|
1711140025042011|90400888132308|01012018|
1711250025041011|90400888219845|01012018|
1711150025043011|90400888132642|01012018|
1711150025044011|90400888133614|01012018|
1711250025045011|90400888220185|01012018|
1711150025046011|90400888134505|01012018|
1711150025048011|90400888135587|01012018|
1711250025047011|90400888220347|01012018|
1711150025049011|90400888137601|01012018|
1711220025050011|90400888137873|01012018|
1711150025051011|90400888138411|01012018|
1711150025053011|90400888138845|01012018|
1711250025052011|90400888221157|01012018|
1711150025054011|90400888139060|01012018|
1711150025055011|90400888139574|01012018|
1711250025056011|90400888221408|01012018|
1711150025057011|90400888141048|01012018|
1711150025058011|90400888140238|01012018|
1711150025060011|90400888141200|01012018|
1711250025059011|90400888221661|01012018|
1711150025061011|90400888141803|01012018|
1711150025062011|90400888142605|01012018|
1711250025063011|90400888221823|01012018|
1711150025064011|90400888143172|01012018|
1711150025065011|90400888143415|01012018|
1711150025067011|90400888143920|01012018|
1711250025066011|90400888221904|01012018|
1711150025068011|90400888144144|01012018|
1711150025069011|90400888144810|01012018|
1711150025070011|90400888145116|01012018|
1711150025071011|90400888145701|01012018|
1711150025073011|90400888146007|01012018|
1711250025072011|90400888222200|01012018|
1711150025074011|90400888146350|01012018|
1711150025075011|90400888146945|01012018|
1711150025076011|90400888147089|01012018|
1711150025078011|90400888147240|01012018|
1711250025077011|90400888222552|01012018|
1711150025079011|90400888147836|01012018|
1711150025080011|90400888148484|01012018|
1711150025081011|90400888155006|01012018|
1711150025082011|90400888155340|01012018|
1711150025084011|90400888155774|01012018|
1711250025083011|90400888223109|01012018|
1711150025085011|90400888155855|01012018|
1711150025086011|90400888157475|01012018|
1711150025087011|90400888157718|01012018|
1711150025089011|90400888157980|01012018|
1711250025088011|90400888223281|01012018|
1711150025090011|90400888158013|01012018|
1711150025091011|90400888158285|01012018|
1711150025092011|90400888158366|01012018|
1711150025094011|90400888158528|01012018|
1711250025093011|90400888224920|01012018|
1711150025095011|90400888159095|01012018|
1711150025096011|90400888159176|01012018|
1711150025098011|90400888159257|01012018|
1711250025097011|90400888225063|01012018|
1711150025099011|90400888160344|01012018|
1711150025100011|90400888161235|01012018|
1711150025102011|90400888163955|01012018|
1711250025101011|90400888225659|01012018|
1711150025103011|90400888166890|01012018|
1711150025104011|90400888168400|01012018|
1711250025105011|90400888225810|01012018|
1711150025106011|90400888169309|01012018|
1711150025107011|90400888170900|01012018|
1711150025109011|90400888172512|01012018|
1711250025108011|90400888226035|01012018|
1711150025110011|90400888172601|01012018|
1711150025112011|90400888173080|01012018|
1711250025111011|90400888226116|01012018|
1711150025113011|90400888173160|01012018|
1711250025114011|90400888226205|01012018|
1711150025115011|90400888173241|01012018|
1711150025116011|90400888173322|01012018|
1711150025117011|90400888173403|01012018|
1711150025119011|90400888173594|01012018|
1711250025118011|90400888226892|01012018|
1711150025120011|90400888173837|01012018|
1711150025121011|90400888173918|01012018|
1711150025123011|90400888174132|01012018|
1711250025122011|90400888227198|01012018|
1711150025124011|90400888174213|01012018|
1711250025125011|90400888227430|01012018|
1711150025126011|90400888174302|01012018|
1711150025128011|90400888174485|01012018|
1711250025127011|90400888229301|01012018|
1711150025129011|90400888174566|01012018|
1711150025131011|90400888174647|01012018|
1711250025130011|90400888229484|01012018|
1711150025132011|90400888174728|01012018|
1711250025133011|90400888229999|01012018|
1711150025134011|90400888174990|01012018|
1711150025135011|90400888175023|01012018|
1711150025137011|90400888175376|01012018|
1711250025136011|90400888230148|01012018|
1711150025138011|90400888175538|01012018|
1711150025139011|90400888175619|01012018|
1711150025141011|90400888176267|01012018|
1711250025140011|90400888230229|01012018|
1711150025142011|90400888176348|01012018|
1711150025144011|90400888176429|01012018|
1711250025143011|90400888231624|01012018|
1711150025145011|90400888176500|01012018|
1711150025146011|90400888176690|01012018|
1711150025147011|90400888177158|01012018|
1711150025149011|90400888177239|01012018|
1711250025148011|90400888233244|01012018|
1711150025150011|90400888177310|01012018|
1711250025151011|90400888234640|01012018|
1711150025152011|90400888177409|01012018|
1711150025153011|90400888177581|01012018|
1711180025154011|90400888177824|01012018|
1711190025156011|90400888179878|01012018|
1711250025155011|90400888234720|01012018|
1711220025157011|90400888180370|01012018|
1711190025158011|90400888180531|01012018|
1711250025159011|90400888234992|01012018|
1711190025160011|90400888181180|01012018|
1711190025161011|90400888181775|01012018|
1711190025163011|90400888181937|01012018|
1711250025162011|90400888235450|01012018|
1711250025164011|90400888235530|01012018|
1711250025165011|90400888235611|01012018|
1711250025166011|90400888236260|01012018|
1711110025167011|90400888019242|01012018|
1711250025168011|90400888236421|01012018|
1711110025169011|90400888075827|01012018|
1711250025170011|90400888236774|01012018|
1711250025171011|90400888237150|01012018|
1711140025173011|90400888094708|01012018|
1711250025172011|90400888237312|01012018|
1711140025174011|90400888096743|01012018|
1711250025175011|90400888237401|01012018|
1711110025176011|90400888113931|01012018|
1711250025177011|90400888237584|01012018|
1711250025178011|90400888237746|01012018|
1711140025179011|90400888118224|01012018|
1711250025180011|90400888237827|01012018|
1711140025182011|90400888132138|01012018|
1711250025181011|90400888239013|01012018|
1711150025184011|90400888159419|01012018|
1711250025183011|90400888239609|01012018|
1711150025185011|90400888173675|01012018|
1711250025186011|90400888239870|01012018|
1711110025187011|90400888173756|01012018|
1711250025188011|90400888240453|01012018|
1711250025189011|90400888240615|01012018|
1711150025190011|90400888174809|01012018|
1711250025191011|90400888240887|01012018|
1711150025192011|90400888175457|01012018|
1711250025193011|90400888240968|01012018|
1711110025194011|90400888175708|01012018|
1711250025195011|90400888241859|01012018|
1711150025196011|90400888176933|01012018|
1711110025197011|90400888177662|01012018|
1711250025198011|90400888242073|01012018|
1711150025199011|90400888177743|01012018|
1711250025200011|90400888242669|01012018|
1711250025201011|90400888242154|01012018|
1711250025202011|90400888243398|01012018|
1711250025203011|90400888215181|01012018|
1711250025204011|90400888243630|01012018|
1711250025205011|90400888244521|01012018|
1711250025206011|90400888215343|01012018|
1711250025208011|90400888215939|01012018|
1711250025207021|90400888244602|01012018|
1711250025210011|07073027000587|01012018|
1711250025211011|07073027000820|01012018|
1711170025212011|00000000042943|01012018|
1711170025213011|00000000037192|01012018|
1711170025214011|00000000044997|01012018|
1711170025215011|00000000187917|01012018|
1711200025216011|00000000223654|01012018|
1711170025217011|00000000198609|01012018|
1711240025218011|00000000151483|01012018|
1711200025219011|00000000200441|01012018|
1711200025220011|00000000158305|01012018|
1711170025221011|00000000135607|01012018|
1711200025222011|00000000043087|01012018|
1711170025223011|00000000053120|01012018|
1711170025224011|00000000079278|01012018|
1711200025225011|00000000090085|01012018|
1711200025226011|00000000246867|01012018|
1711170025227011|00000000320935|01012018|
1711170025228011|00000000141410|01012018|
1711170025229011|00000000194026|01012018|
1711170025230011|00000000274305|01012018|
1711200025231011|00000000270652|01012018|
1711170025232011|00000000301639|01012018|
1711170025233011|00000000297429|01012018|
1711200025234011|00000000377104|01012018|
1711200025235011|00000000249459|01012018|
1711170025236011|00000000193569|01012018|
1711260025237011|90400888244955|01012018|
1711260025238011|90400888245099|01012018|
1711260025239021|90400888245170|01012018|
1711260025240011|90400888245250|01012018|
1711260025241011|90400888245331|01012018|
1711260025242011|90400888245684|01012018|
1711260025243011|90400888246818|01012018|
1711260025244011|90400888247628|01012018|
1711260025245011|90400888247890|01012018|
1711260025246011|90400888249833|01012018|
1711260025247011|90400888250769|01012018|
1711260025248011|90400888251811|01012018|
1711260025249011|90400888252460|01012018|
1711240025250011|01637895000809|01012018|
1711240025251011|01637895001619|01012018|
1711240025252011|01637895003581|01012018|
1711240025253011|01637895007498|01012018|
1711240025254011|01637895007900|01012018|
1711240025255011|01637895015679|01012018|
1711240025256011|01637895017450|01012018|
1711240025257011|01637895017965|01012018|
1711260025258011|52548435000926|01012018|
1711240025259011|01637895020087|01012018|
1711240025260011|01637895021725|01012018|
1711260025261011|52548435010727|01012018|
1711260025262011|52548435012428|01012018|
1711230025263011|89637490014448|01012018|
1711260025264011|52548435012851|01012018|
1711260025265011|52548435021419|01012018|
1711240025266011|10656452001232|01012018|
1711240025267011|10656452005300|01012018|
1711240025268011|10656452008598|01012018|
1711220025269011|04081068000608|01012018|
1711220025270011|02119258000218|01012018|
1711220025271011|90810706000373|01012018|
1711210025272011|04406746000231|01012018|
1711220025273011|02614911000215|01012018|
1711220025274011|02614911000304|01012018|
1711220025275011|53400818000834|01012018|
1711220025276011|53400818001300|01012018|
1711220025277011|78937158000260|01012018|
1711220025278011|78937158000694|01012018|
1711220025279011|78937158000856|01012018|
1711030025280011|06113048000192|01012018|
1711260025281011|90400888253270|01012018|
1711260025282011|90400888253350|01012018|
1711260025283011|90400888254160|01012018|
1711260025284011|14117559000100|01012018|
1711260025285011|90400888254756|01012018|
1711260025286011|90400888255485|01012018|
1711260025287011|90400888255809|01012018|
1711260025288011|90400888256023|01012018|
1711260025289011|90400888256104|01012018|
1711260025290011|90400888258239|01012018|
1711260025291011|90400888258581|01012018|
1711240025292011|02290277000121|01012018|
1711240025293011|02290277000636|01012018|
1711240025294011|02290277001950|01012018|
1711260025295011|90400888259120|01012018|
1711240025296011|02290277002094|01012018|
1711240025297011|02290277002337|01012018|
1711240025298011|02290277002418|01012018|
1711260025299011|90400888259634|01012018|
1711240025300011|02290277002507|01012018|
1711260025301011|90400888260802|01012018|
1711260025302011|90400888261027|01012018|
1711070025303011|08402943001809|01012018|
1711260025304011|15800545000230|01012018|
1711260025305011|05371573000145|01012018|
1711260025306011|90400888263666|01012018|
1711260025307011|90400888264476|01012018|
1711260025308011|90400888264808|01012018|
1711260025309011|90400888268200|01012018|
1711260025310011|71445555000195|01012018|
1711260025311011|90400888268463|01012018|
1711260025312011|90400888269192|01012018|
1711260025313011|33009911008385|01012018|
1711260025314011|90400888269354|01012018|
1711140025315011|33009911014199|01012018|
1711260025316011|90400888270794|01012018|
1711260025317011|52130481000234|01012018|
1711260025318011|33009911039183|01012018|
1711260025319011|52130481000315|01012018|
1711260025320011|52130481000404|01012018|
1711260025321011|52130481000749|01012018|
1711260025322011|52130481001206|01012018|
1711260025323011|90400888272223|01012018|
1711260025324011|90400888272738|01012018|
1711260025325011|90400888272819|01012018|
1711260025326011|90400888272908|01012018|
1711260025327011|90400888273467|01012018|
1711260025328011|90400888274005|01012018|
1711260025329011|90400888274196|01012018|
1711260025330011|90400888278000|01012018|
1711260025331011|90400888278345|01012018|
1711260025332011|90400888278698|01012018|
1711260025333011|90400888278930|01012018|
1711260025334011|90400888279074|01012018|
1711260025335011|90400888286283|01012018|
1711260025336011|90400888288731|01012018|
1711260025337011|90400888289037|01012018|
1711260025338011|90400888291449|01012018|
1711090025339011|01682147000171|01012018|
1711250025340011|02812740000158|01012018|
1711260025341011|83310441004619|01012018|
1711260025342011|01829874000119|01012018|
1711250025343011|02812740000310|01012018|
1711260025345011|33103862000107|01012018|
1711200025346011|00000000594717|01012018|
1711170025347011|00000000434353|01012018|
1711200025348011|00000000434191|01012018|
1711200025349011|00000000442372|01012018|
1711200025350011|00000000738140|01012018|
1711170025351011|00000000663387|01012018|
1711170025352011|00000000723380|01012018|
1711170025353011|00000000629286|01012018|
1711200025354011|00000000687804|01012018|
1711170025355011|00000000648744|01012018|
1711170025356011|00000000559644|01012018|
1711200025358011|00000000503932|01012018|
1711260025357011|47190129001064|01012018|
1711170025359011|00000000574287|01012018|
1711170025360011|00000000531120|01012018|
1711170025361011|00000000513300|01012018|
1711160025362011|00000000583944|01012018|
1711200025363011|00000000544299|01012018|
1711200025364011|00000000592501|01012018|
1711170025365011|00000000558753|01012018|
1711200025367011|00000000583197|01012018|
1711260025366011|47190129000173|01012018|
1711170025368011|00000000695157|01012018|
1711170025369011|00000000596418|01012018|
1711170025370011|00000000721921|01012018|
1711170025371011|00000000246000|01012018|
1711170025372011|00000000224111|01012018|
1711200025373011|00000000231240|01012018|
1711200025374011|00000000391794|01012018|
1711200025375011|00000000389978|01012018|
1711170025376011|00000000109606|01012018|
1711200025377011|00000000106348|01012018|
1711200025378011|00000000132268|01012018|
1711200025379011|00000000158739|01012018|
1711170025380011|00000000216283|01012018|
1711200025381011|00000000245461|01012018|
1711200025382011|00000000255424|01012018|
1711200025383011|00000000284602|01012018|
1711170025384011|00000000285170|01012018|
1711170025385011|00000000287547|01012018|
1711170025386011|00000000314455|01012018|
1711170025387011|00000000369195|01012018|
1711170025388011|00000000385395|01012018|
1711240025389011|00000000402583|01012018|
1711200025390011|00000000425281|01012018|
1711170025391011|00000000431257|01012018|
1711170025392011|00000000432814|01012018|
1711200025393011|00000000028010|01012018|
1711200025394011|00000000027634|01012018|
1711200025395011|00000000035220|01012018|
1711200025396011|00000000028363|01012018|
1711270025397011|92715812011095|01012018|
1711270025399011|92715812011176|01012018|
1711250025398011|90400888216072|01012018|
1711250025400011|90400888219330|01012018|
1711270025401011|90400888231543|01012018|
1711230025402011|92715812018693|01012018|
1711080025403011|00935396000169|01012018|
1711270025405011|92715812019231|01012018|
1711270025404011|90400888232868|01012018|
1711270025406011|92715812020400|01012018|
1711270025407011|90400888236502|01012018|
1711270025408011|92715812022968|01012018|
1711270025410011|92715812023778|01012018|
1711230025409011|44346583000182|01012018|
1711270025411011|90400888238980|01012018|
1711110025412011|90400888002609|01012018|
1711070024677031|12066015000131|01012018|
1711270025413011|90400888239951|01012018|
1711110025414011|90400888002943|01012018|
1711270025415011|90400888240372|01012018|
1711110025416011|90400888003087|01012018|
1711230025418011|03603739002472|01012018|
1711250025417011|90400888240704|01012018|
1711270025419011|92715812029032|01012018|
1711200025420011|44373108000600|01012018|
1711110025423011|90400888003672|01012018|
1711250025422011|90400888241263|01012018|
1711270025425011|03603739001077|01012018|
1711250025424011|90400888220509|01012018|
1711130025426011|08522820000155|01012018|
1711270025427011|92715812032254|01012018|
1711110025428011|90400888006183|01012018|
1711110025429011|90400888009018|01012018|
1711030025430011|21025069001979|01012018|
1711110025431011|90400888009956|01012018|
1711110025433011|90400888015174|01012018|
1711240025432011|90400888191223|01012018|
1711270025434011|92715812033145|01012018|
1711110025437011|90400888017207|01012018|
1711270025436021|92715812033226|01012018|
1711110025438011|90400888017541|01012018|
1711270025441011|92715812033307|01012018|
1711110025443011|90400888024246|01012018|
1711270025442011|90400888193943|01012018|
1711240025439021|90400888191495|01012018|
1711110025444011|90400888025307|01012018|
1711270025445011|90400888194753|01012018|
1711110025446011|90400888025722|01012018|
1711240025447011|90400888194834|01012018|
1711110025448011|90400888029639|01012018|
1711270025450011|92715812041407|01012018|
1711270025449011|90400888195210|01012018|
1711110025452011|90400888031889|01012018|
1711270025451011|90400888196101|01012018|
1711270025453011|14524540000189|01012018|
1711170025455011|02415408000150|01012018|
1711110025456011|90400888039197|01012018|
1711270025457011|90400888198074|01012018|
1711240025454021|90400888197264|01012018|
1711270025435031|03603739002391|01012018|
1711240025458011|90400888198589|01012018|
1711110025459011|90400888046215|01012018|
1711110025460011|90400888047025|01012018|
1711270025461011|90400888199399|01012018|
1711100025463011|00332087000528|01012018|
1711110025464011|90400888058060|01012018|
1711240025462011|90400888199470|01012018|
1711080025465011|76576313000154|01012018|
1711270025466011|02415408001121|01012018|
1711200025468011|45256997000183|01012018|
1711200025470011|52123916000213|01012018|
1711110025471011|90400888059465|01012018|
1711100025469021|84590900000126|01012018|
1711270025473011|00332087000102|01012018|
1711230025474011|84590900010784|01012018|
1711230025475011|84590900011241|01012018|
1711270025440031|52850682001016|01012018|
1711110025477011|90400888060986|01012018|
1711270025476021|89850341001484|01012018|
1711270025479011|83901983000164|01012018|
1711270025480011|92715812041679|01012018|
1711240025482011|62577929000135|01012018|
1711270025483011|85204881000115|01012018|
1711270025484011|92715812042055|01012018|
1711110025485011|90400888065350|01012018|
1711270025486011|92715812042802|01012018|
1711230025488011|61099834000190|01012018|
1711270025487011|90400888200150|01012018|
1711270025489011|90400888200745|01012018|
1711270025490011|90400888200907|01012018|
1711270025491011|07571746003110|01012018|
1711270025492011|92715812046719|01012018|
1711130025493011|90400888072054|01012018|
1711270025494011|90400888202446|01012018|
1711130025495011|90400888072216|01012018|
1711270025496011|72366818000133|01012018|
1711270025497011|61584223000138|01012018|
1711140025498011|90400888083684|01012018|
1711270025500011|61584223000723|01012018|
1711270025501011|61584223001703|01012018|
1711270025499011|90400888203256|01012018|
1711270025502011|61584223001886|01012018|
1711140025503011|90400888084060|01012018|
1711270025504011|90400888203507|01012018|
1711270025505011|90400888205208|01012018|
1711140025506011|90400888086438|01012018|
1711210025507021|25834847001840|01012018|
1711140025508011|90400888094457|01012018|
1711270025509011|90400888210384|01012018|
1711270025510011|17534128000138|01012018|
1711250025511011|90400888210465|01012018|
1711270025513011|90400888212590|01012018|
1711270025514011|95792040000120|01012018|
1711130025481021|42591651000143|01012018|
1711140025515011|90400888119891|01012018|
1711200025516011|04370282000170|01012018|
1711270025517011|10656452009217|01012018|
1711140025518011|90400888121284|01012018|
1711270025519011|12706289000148|01012018|
1711140025520011|90400888121527|01012018|
1711270025522011|91495499000100|01012018|
1711140025521011|90400888124704|01012018|
1711270025523011|11096423000173|01012018|
1711210025525011|42591651000739|01012018|
1711140025524011|90400888125433|01012018|
1711250025526011|10820645000124|01012018|
1711140025527011|90400888125514|01012018|
1711270025528011|61099834002304|01012018|
1711210025529011|42591651001034|01012018|
1711270025530011|07073027000900|01012018|
1711270025531011|59135509000437|01012018|
1711270025533011|61099834004854|01012018|
1711140025532011|90400888125603|01012018|
1711270025534011|88037668000154|01012018|
1711270025536011|61099834009309|01012018|
1711270025537011|07073027001044|01012018|
1711140025538011|90400888126405|01012018|
1711270025539011|59135509000607|01012018|
1711270025535021|89637490013557|01012018|
1711140025540011|90400888129420|01012018|
1711210025541011|42591651001115|01012018|
1711140025542011|90400888131247|01012018|
1711270025543011|61099834032041|01012018|
1711210025544011|42591651180532|01012018|
1711270025545011|90400888132804|01012018|
1711270025546011|61099834026580|01012018|
1711270025547011|07073027004817|01012018|
1711270025548011|61099834042519|01012018|
1711210025549011|42591651180028|01012018|
1711270025551011|61099834048479|01012018|
1711270025550011|90400888133452|01012018|
1711210025552011|42591651179950|01012018|
1711270025553011|61099834049793|01012018|
1711100025554011|17463456000352|01012018|
1711010023407021|02308873000787|01012018|
1711270025555011|89637490013638|01012018|
1711100025556011|17463456000867|01012018|
1711100025557011|17463456001081|01012018|
1711010023412021|02308873000191|01012018|
1711100025558011|17463456001162|01012018|
1711130025560011|00117965000169|01012018|
1711220025561011|17463456001596|01012018|
1711100025562011|17463456002487|01012018|
1711220025563011|17463456005079|01012018|
1711270025564011|17463456005826|01012018|
1711270025565011|79283065000141|01012018|
1711270025567011|79283065000303|01012018|
1711270025568011|06200631000130|01012018|
1711160025569011|17185786001990|01012018|
1711270025570011|03750757000190|01012018|
1711210025571011|42591651001204|01012018|
1711210025572011|42591651001891|01012018|
1711140025573011|90400888101682|01012018|
1711210025574011|42591651001972|01012018|
1711140025576011|90400888105327|01012018|
1711270025575011|90400888134181|01012018|
1711270025577011|09077272000164|01012018|
1711220024363021|03102481000134|01012018|
1711140025578011|90400888107290|01012018|
1711140025579011|90400888107451|01012018|
1711210025581011|42591651002600|01012018|
1711140025583011|90400888109403|01012018|
1711140025584011|90400888110401|01012018|
1711220025586011|42591651002863|01012018|
1711270025585011|90400888146864|01012018|
1711210025588011|42591651179798|01012018|
1711270025589011|07073027005201|01012018|
1711150025587011|90400888148212|01012018|
1711140025590011|90400888111130|01012018|
1711270025591011|84432111000167|01012018|
1711220024334021|03790408000798|01012018|
1711140025592011|90400888112102|01012018|
1711210025593011|42591651179607|01012018|
1711270025594011|90400888151604|01012018|
1711140025595011|90400888113770|01012018|
1711220025596011|42591651002944|01012018|
1711210025598011|42591651179526|01012018|
1711270025599011|02221531000130|01012018|
1711270025597011|90400888153801|01012018|
1711270025600011|90400888244106|01012018|
1711220025601011|42591651003169|01012018|
1711210025602011|42591651179011|01012018|
1711270025603011|90400888244289|01012018|
1711270025604011|90400888159338|01012018|
1711220025605011|03790408000879|01012018|
1711210025606011|42591651178988|01012018|
1711150025608011|90400888160182|01012018|
1711210025609011|42591651178040|01012018|
1711220025610011|42591651003401|01012018|
1711270025611011|90400888161073|01012018|
1711220025612011|42591651177825|01012018|
1711260025613011|90400888251579|01012018|
1711270025614011|90400888166202|01012018|
1711220025615011|42591651177230|01012018|
1711270025616011|90400888166709|01012018|
1711230025617011|42591651177078|01012018|
1711220025618011|42591651003754|01012018|
1711220025619011|42591651176420|01012018|
1711270025620011|03497792000140|01012018|
1711220025621011|42591651003916|01012018|
1711270025622011|90400888172199|01012018|
1711270025623011|90400888255213|01012018|
1711270025624011|85109601000190|01012018|
1711240025625011|42591651176268|01012018|
1711170024137021|19454129000106|01012018|
1711220025626011|33453598001014|01012018|
1711150025628011|90400888174051|01012018|
1711220025629011|42591651176187|01012018|
1711220025630011|42591651005536|01012018|
1711270025627021|84432111001643|01012018|
1711190025631011|90400888178200|01012018|
1711220025632011|42591651176004|01012018|
1711220025634011|42591651005706|01012018|
1711240025633011|03431237000115|01012018|
1711270025635011|02873558000107|01012018|
1711270025636011|92715812046808|01012018|
1711240025637011|10942995000163|01012018|
1711190025639011|90400888178472|01012018|
1711220025641011|42591651174486|01012018|
1711200025640011|07207996008134|01012018|
1711270025582021|07594978007342|01012018|
1711220025642011|42591651006265|01012018|
1711200025643011|07207996010201|01012018|
1711240025644011|50844182001712|01012018|
1711220025645011|42591651006346|01012018|
1711220025646011|42591651174303|01012018|
1711210025512041|59135509000194|01012018|
1711240025647011|07207996011003|01012018|
1711260025648011|90400888263070|01012018|
1711220025649011|42591651174133|01012018|
1711270025650011|07594978007938|01012018|
1711270025651011|33055146040810|01012018|
1711270025652011|90400888179959|01012018|
1711270025654011|18635496000135|01012018|
1711220025655011|42591651173919|01012018|
1711080025638021|76900463000171|01012018|
1711270025656011|92715812047286|01012018|
1711270025657011|90400888180027|01012018|
1711240025659011|00146889000543|01012018|
1711130025653021|76900463001658|01012018|
1711270025660011|00807623000170|01012018|
1711270025658011|84432111000671|01012018|
1711270025661011|90400888180299|01012018|
1711220025662011|42591651006770|01012018|
1711130025663011|76900463001739|01012018|
1711220025664011|42591651173595|01012018|
1711270025665011|90400888264123|01012018|
1711070025666011|07442711000165|01012018|
1711030025667011|76900463002115|01012018|
1711230025668011|90400888184871|01012018|
1711230025669011|92715812047790|01012018|
1711270025670011|90400888186572|01012018|
1711220025671011|42591651173242|01012018|
1711220025672011|42591651007237|01012018|
1711270025673011|92715812049734|01012018|
1711240025674011|90400888190413|01012018|
1711270025675011|07594973000307|01012018|
1711270025676011|90400888269605|01012018|
1711170025677011|04908058000199|01012018|
1711170025679011|17185786002296|01012018|
1711210025680011|42591651173161|01012018|
1711270025678011|61062212000198|01012018|
1711220025681011|42591651008802|01012018|
1711220025682011|42591651172785|01012018|
1711260025683011|90400888273114|01012018|
1711230025685011|19818301000155|01012018|
1711270025684011|49732175004099|01012018|
1711270025686011|56350127000195|01012018|
1711270025687011|92715812051046|01012018|
1711220025688011|42591651172432|01012018|
1711220025690011|42591651009019|01012018|
1711270025689011|09055081000100|01012018|
1711220025692011|42591651171975|01012018|
1711270025691011|49732175006113|01012018|
1711270025693011|90400888288146|01012018|
1711270025694011|84432111000248|01012018|
1711270025695011|90400888292097|01012018|
1711270025607021|84432111000400|01012018|
1711270025696011|08644821000920|01012018|
1711270025697011|61808531000361|01012018|
1711220025698011|42591651009442|01012018|
1711270025699011|26815464000140|01012018|
1711270025700011|61087367001665|01012018|
1711220025701011|42591651171541|01012018|
1711170025702011|17578354000110|01012018|
1711230025703011|42591651009795|01012018|
1711270025704011|81000564000126|01012018|
1711230025706011|42591651010610|01012018|
1711200024287021|42382879000476|01012018|
1711030025705011|01261681000104|01012018|
1711270025708011|92715812053090|01012018|
1711230025710011|42591651012907|01012018|
1711100025709011|01261681000295|01012018|
1711160025711011|42591651171380|01012018|
1711270025707021|85377174000392|01012018|
1711240025712011|42591651013040|01012018|
1711160025713011|60989654000111|01012018|
1711110025714011|05075190000120|01012018|
1711230025715011|42591651014950|01012018|
1711270025716011|92715812056439|01012018|
1711080025718011|33657248000421|01012018|
1711220025719011|42591651170570|01012018|
1711270025720011|91802041043557|01012018|
1711230025721011|42591651015256|01012018|
1711240025723011|61091963000647|01012018|
1711270025724011|30621890000209|01012018|
1711270025722011|51594950000122|01012018|
1711220025725011|42591651170065|01012018|
1711230025726011|42591651015418|01012018|
1711270025727011|92715812056609|01012018|
1711230025717021|83310441003302|01012018|
1711270025729011|92715812056943|01012018|
1711270025728011|07432517000107|01012018|
1711230025730011|42591651015680|01012018|
1711060025731011|47960950004623|01012018|
1711270025732011|08692843000370|01012018|
1711270025733011|20739249000120|01012018|
1711220025734011|07879027000145|01012018|
1711220025735011|42591651168834|01012018|
1711270025736011|03278392000143|01012018|
1711230025738011|42591651016066|01012018|
1711270025737011|47379565000438|01012018|
1711270025739011|47379565005154|01012018|
1711270025741011|47379565019961|01012018|
1711230025743011|42591651016570|01012018|
1711270025744011|07827018000100|01012018|
1711160025745011|42591651167781|01012018|
1711270025746011|61091963001104|01012018|
1711060025747011|47960950005433|01012018|
1711270025748011|91802041052033|01012018|
1711240025749011|42591651167005|01012018|
1711220025752011|42591651166971|01012018|
1711240025753011|42591651016651|01012018|
1711060025754011|47960950005948|01012018|
1711270025755011|90400888201989|01012018|
1711220025756011|42591651166467|01012018|
1711270025757011|88191069000190|01012018|
1711240025758011|42591651016813|01012018|
1711060025760011|47960950006162|01012018|
1711270025761011|32681371004755|01012018|
1711270025759011|58410341000387|01012018|
1711270025763011|90400888221742|01012018|
1711240025762011|01682147000252|01012018|
1711270025764011|92715812057834|01012018|
1711270025765011|73325722000190|01012018|
1711220025766011|42591651166203|01012018|
1711060025767011|47960950006405|01012018|
1711240025768011|42591651017542|01012018|
1711270025770011|32681371004917|01012018|
