CODIGO|DESCRICAO|DTINICIO|DTFIM
1|Não ensejador de aposentadoria especial|01012014|
2|Ensejador de aposentadoria especial - FAE15_12% (15 anos de contribuição e alíquota de 12%)|01012014|
3|Ensejador de aposentadoria especial - FAE20_09% (20 anos de contribuição e alíquota de 9%)|01012014|
4|Ensejador de aposentadoria especial - FAE25_06% (25 anos de contribuição e alíquota de 6%)|01012014|
