CODIGO|DESCRICAO|DTINICIO|DTFIM
1|Reconsideração prevista no artigo 489 da CLT|01012014|
2|Determinação Judicial|01012014|
3|Cumprimento de norma legal|01012014|
9|Outros|01012014|
