CODIGO|DESCRICAO|DTINICIO|DTFIM
1|Admissão|01012014|
2|Transferência de empresa do mesmo grupo econômico|01012014|
3|Transferência de empresa consorciada ou de consórcio|01012014|
4|Transferência por motivo de sucessão, incorporação, cisão ou fusão|01012014|
5|Transferência do empregado doméstico para outro representante da mesma unidade familiar|01012014|
6|Mudança de CPF|01012014|
