CODIGO|DESCRICAO|DTINICIO|DTFIM
0605|Fenilalanina|01012014|
0606|Fenilcetonúria|01012014|
0607|Fenitoína|01012014|
0608|Fenobarbital|01012014|
0609|Fenol|01012014|
0610|Fenotipagem do sistema Rh-Hr (anti Rho(D) + anti Rh(C) + anti Rh(E)|01012014|
0611|Fenotipagem do sistema RH-HR (D, C, E, C E C)|01012014|
0612|Ferritina|01012014|
0613|Ferro sérico (sangue)|01012014|
1438|Ferro urinário|01012014|
0614|Fibrinogênio, teste funcional|01012014|
0615|Filária (pesquisa)|01012014|
0616|Filaria (sorologia)|01012014|
0617|Filobasidiella (pesquisa)|01012014|
0618|Flavobacterium (pesquisa)|01012014|
0619|Flavovírus, pesquisa|01012014|
0620|Fluazifop urinário|01012014|
0621|Flufenoxuron sanguíneo|01012014|
0622|Flúor sanguíneo|01012014|
0623|Flúor urinário|01012014|
0624|Fluoreto urinário|01012014|
0625|Fluoribacter (pesquisa)|01012014|
0626|Folículo estimulante, hormônio (FSH)|01012014|
0627|Fonsecaea (pesquisa)|01012014|
0628|Formaldeído|01012014|09022023
1439|Formaldeído sanguíneo|01012014|
1440|Formaldeído urinário|01012014|
0629|Fosfatase ácida fração prostática|01012014|
0630|Fosfatase ácida total|01012014|
0631|Fosfatase alcalina|01012014|
0632|Fosfatase alcalina fração óssea|01012014|
0633|Fosfatase alcalina termo-estável|01012014|
0634|Fosfina sanguínea|01012014|
0635|Fosfofructoquinase|01012014|
0636|Fosfoglicerato quinase|01012014|
0637|Fosfolipídios|01012014|
0638|Fósforo|01012014|
0639|Francisella (pesquisa)|01012014|
1404|FREI (linfogranuloma venéreo) IDeR|01012014|
0640|Frutosaminas|01012014|
0641|Frutose|01012014|
0642|Frutosúria|01012014|
0643|Fungos, pesquisa a fresco|01012014|
0644|Fusarium (pesquisa)|01012014|
0645|Fusobacterium (pesquisa)|01012014|
0646|Gad-Ab-antidescarboxilase do ácido glutâmico|01012014|
0647|Gadolínio urinário|01012014|
0648|Galactose|01012014|
0649|Galactose 1-fosfatouridil transferase|01012014|
0650|Galactosúria|01012014|
0651|Gálio urinário|01012014|
0652|Gama-glutamil transferase (gama-GT)|01012014|
0653|Gardnerella (pesquisa)|01012014|
0654|Gastrina|01012014|
0655|Geotrichum (pesquisa)|01012014|
0656|Giardia (pesquisa)|01012014|
0657|Giardia (sorologia)|01012014|
0658|Glicemia|01012014|
0659|Glicemia após sobrecarga com dextrosol ou glicose|01012014|
0660|Gliceraldeído, 3-fosfato desidrogenase|01012014|
0661|Glicose 6-fosfato desidrogenase|01012014|
0662|Glicose fosfato isomerase|01012014|
1441|Glicose urinária|01012014|
0663|Glifosato|01012014|
0664|Globulina|01012014|
0665|Globulina de ligação de hormônios sexuais (SHBG)|01012014|
0666|Globulina transportadora da tiroxina (TBG)|01012014|
0667|Glucagon|01012014|
0668|Glutation|01012014|
0669|Glutation peroxidase|01012014|
0670|Gonococo - IgG|01012014|
0671|Gonococo - IgM|01012014|
0672|Grupo ABO, classificação reversa|01012014|
0673|Grupo sanguíneo ABO, e fator Rho (inclui Du)|01012014|
0674|Haemophilus (pesquisa)|01012014|
0675|Háfnio urinário|01012014|
0676|Ham, teste de (hemólise ácida)|01012014|
0677|Hansen, pesquisa de|01012014|
0678|Haptoglobina|01012014|
0679|Heinz, corpúsculos|01012014|
0680|Helicobacter (pesquisa)|01012014|
0681|Helicobacter pylori - IgA|01012014|
0682|Helicobacter pylori - IgG|01012014|
0683|Helicobacter pylori - IgM|01012014|
0684|Hemácias fetais|01012014|
0685|Hematócrito|01012014|
0686|Hemocultura|01012014|
0687|Hemoglobina|01012014|
0688|Hemoglobina (eletroforese ou HPLC)|01012014|
0689|Hemoglobina glicada (A1 total)|01012014|
0690|Hemoglobina glicada (Fração A1c)|01012014|
0691|Hemoglobina plasmática livre|01012014|
0692|Hemoglobina, solubilidade (HbS e HbD)|01012014|
0693|Hemograma com contagem de plaquetas ou frações (eritrograma, leucograma, plaquetas)|01012014|
0694|Hemophilus (bordetella) pertussis (pesquisa)|01012014|
0695|Hemossedimentação, (VHS)|01012014|
0696|Hemossiderina (siderócitos), sangue|01012014|
0697|Hemossiderina (siderócitos), urina|01012014|
0698|Heparina|01012014|
0699|Hepatite A - HAV - IgG|01012014|
0700|Hepatite A - HAV - IgM|01012014|
0702|Hepatite B - HBCAC - IgG|01012014|
0701|Hepatite B - HBCAC - IgM|01012014|
0703|Hepatite B - HBeAC (anti-HBE)|01012014|
1405|Hepatite B - HBeAG|01012014|
0704|Hepatite B - HBsAC (anti-HBs)|01012014|
0234|Hepatite B - HBsAG|01012014|
0705|Hepatite C - Anti-HCV - IgG|01012014|
0706|Hepatite C - Anti-HCV - IgM|01012014|
0707|Hepatite delta - IgG|01012014|
0708|Hepatite delta - IgM|01012014|
0709|Hepatite delta, antigeno|01012014|
0710|Heptacloro-epóxido|01012014|
0711|HER-2 - Dosagem do receptor|01012014|
0712|Herpes simples - IgG|01012014|
0713|Herpes simples - IgM|01012014|
0714|Herpes zóster - IgG|01012014|
0715|Herpes zóster - IgM|01012014|
0716|Herpesvírus (pesquisa)|01012014|
0717|Heterophyes (pesquisa)|01012014|
0718|Hexaclorobenzeno|01012014|
0719|Hexafluoroisopropanol (HFIP)|01012014|
0720|Hexametilenodiamina (1,6-hexametilenodiamina)|01012014|
0721|Hexona (metil isobutil cetona)|01012014|
0722|Hexosaminidase A|01012014|
0723|Hidrazina|01012014|
0724|Hidroxiprogesterona|01012014|
0725|Hidroxiprolina|01012014|
0726|Hipersensibilidade retardada (intradermo reação IDeR)|01012014|
0727|Histamina|01012014|
0728|Histidina na urina|01012014|
0729|Histona|01012014|
0730|Histoplasma (pesquisa)|01012014|
0731|Histoplasmose|01012014|
0732|HIV - Antígeno P24|01012014|
0733|HIV1 ou HIV2, pesquisa de anticorpos|01012014|
0734|HLA-DR|01012014|
0735|HLA-DR+DQ|01012014|
0736|Homocisteína|01012014|
0737|Hormônio antidiurético|01012014|
0738|Hormônio do crescimento (HGH)|01012014|
0739|Hormônio gonodotrofico corionico|01012014|
0740|Hormônio luteinizante (LH)|01012014|
0741|Hormônio tireoestimulante (TSH)|01012014|
0742|HPV (vírus do papiloma humano)|01012014|
0743|HTLV-I / II|01012014|
0744|Hymenolepis (pesquisa)|01012014|
0745|Identificação de helmintos|01012014|
0746|Ifosfamida|01012014|
0747|IgA|01012014|
0748|IgA na saliva|01012014|
0749|IgD|01012014|
0750|IgE|01012014|
0751|IGF BP3 (proteína ligadora dos fatores de crescimento "insulinlike")|01012014|
0752|IgG|01012014|
0753|IgM|01012014|
0754|Imipramina|01012014|
0755|Impedanciometria|01012014|
0756|Imunocomplexos circulantes|01012014|
0757|Imunocomplexos circulantes, com células Raji|01012014|
0758|Imunoeletroforese (estudo da gamopatia)|01012014|
0759|Imunofenotipagem para doença residual mínima|01012014|
0760|Imunofenotipagem para hemoglobinúria paroxistica noturna|01012014|
0761|Imunofenotipagem para leucemias agudas ou sindrome mielodisplásica|01012014|
0762|Imunofenotipagem para linfoma não Hodgkin / sindrome linfoproliferativa crônica|01012014|
0763|Imunofenotipagem para perfil imune|01012014|
0764|Imunofixação|01012014|
0765|Índice de tiroxina livre (ITL)|01012014|
0766|Índio urinário|01012014|
0767|Inibidor de C1 esterase|01012014|
0768|Inibidor do fator IX|01012014|
0769|Inibidor do TPA (PAI)|01012014|
0770|Inibidor dos fatores da hemostasia|01012014|
0771|Insulina|01012014|
0772|Iodo|01012014|
0773|Iodo proteico (PBI)|01012014|
0774|Iontoforese para a coleta de suor, com dosagem de cloro|01012014|
0775|Irídio urinário|01012014|
0776|Isoaglutininas|01012014|
0777|Isobutanol urinário|01012014|
0778|Isoforonodiamina|01012014|
0779|Isolamento de agentes específicos (vírus, bactérias, protozoários, fungos, outros parasitas)|01012014|
0780|Isomerase fosfohexose|01012014|
0781|Isoniazida|01012014|
0782|Isopropanol urinário|01012014|
0783|Isospora (pesquisa)|01012014|
0784|Isospora (sorologia)|01012014|
0785|Ito (cancro mole), IDeR|01012014|
0786|Ítrio urinário|01012014|
0787|Klebsiella (pesquisa)|01012014|
0788|Kveim (sarcoidose), IDeR|01012014|
0789|Lactogênico placentário-hormônio|01012014|
0790|Lactose, teste de tolerância|01012014|
0791|Lamotrigina|01012014|
0792|Larvas (fezes), pesquisa|01012014|
0793|Lassa vírus, pesquisa|01012014|
0794|Legionella - IgG|01012014|
0795|Legionella - IgM|01012014|
0796|Leishmania (pesquisa)|01012014|
0797|Leishmaniose - IgG|01012014|
0798|Leishmaniose - IgM|01012014|
0799|Leptina|01012014|
1406|Leptospira (pesquisa)|01012014|
0800|Leptospirose - IgG|01012014|
0801|Leptospirose - IgM|01012014|
0802|Leucino aminopeptidase|01012014|
0804|Leucócitos e hemácias, pesquisa nas fezes|01012014|
0803|Leucócitos, contagem (leucograma)|01012014|
0806|Leveduras, pesquisa nas fezes|01012014|
0807|Lichtheimia (pesquisa)|01012014|
0808|Lidocaina|01012014|
0809|Lindano (?-HCH) gama-hexaclorociclo-hexano|01012014|
0810|Linfócitos T "helper" contagem de (IF com OKT-4) (CD-4+)|01012014|
0811|Linfócitos T supressores contagem de (IF com OKT-8)|01012014|
0812|Lipase|01012014|
0813|Lipase lipoproteica|01012014|
0814|Lipídios totais|01012014|
0815|Lipoides na urina|01012014|
0816|Lipoproteína (a) - Lp (a)|01012014|
0817|Listeria (pesquisa)|01012014|
0818|Listeriose, reação sorológica|01012014|
0819|Lítio sanguíneo|01012014|
0820|Lítio urinário|01012014|
0821|Loa (pesquisa)|01012014|
0822|Lyme - IgG|01012014|
0823|Lyme - IgM|01012014|
0824|Lyssavírus (pesquisa)|01012014|
0825|Lyssavírus do morcego Australiano (pesquisa)|01012014|
0826|Lyssavírus do morcego europeu tipos 1 e 2 (pesquisa)|01012014|
0827|Macroprolactina|01012014|
0828|Madurella (pesquisa)|01012014|
0829|Magnésio|01012014|09022023
1442|Magnésio sanguíneo|01012014|
1443|Magnésio urinário|01012014|
0830|Malária - IgG|01012014|
0831|Malária - IgM|01012014|
0832|Malassezia (pesquisa)|01012014|
0833|Malation urinário|01012014|
0834|Maltose, teste de tolerância|01012014|
1444|Mamografia|01012014|
0836|Manganês sanguíneo|01012014|
0835|Manganês urinário|01012014|
0837|Mansonella (pesquisa)|01012014|
0838|Mantoux, IDeR|01012014|
1445|Mapeamento de retina (oftalmoscopia indireta)|01012014|
0839|Marcador tumoral CA 125|01012014|
0840|Marcador tumoral CA 15-3|01012014|
0841|Marcador tumoral CA 19-9|01012014|
0842|Marcador tumoral CA 72-4|01012014|
0843|Marcadores tumorais|01012014|
0844|MCA (antígeno cárcino-mamário)|01012014|
0845|Medida de pico de fluxo expiratório|01012014|
0846|Medida seriada por 3 semanas do pico de fluxo expiratório|01012014|
0847|MEHP + 5-OH-MEHP+ 5-oxo-MEHP+ 5-cx-MEPP|01012014|
0848|Melanina na urina|01012014|
0849|Mercúrio sanguíneo|01012014|
0850|Mercúrio urinário|01012014|
0851|Metabólitos de atrazina urinários (atrazina dealquilada, deetilada, deisoprpilada)|01012014|
0852|Metagonimus (pesquisa)|01012014|
0853|Meta-hemoglobina|01012014|
0854|Metais pesados, pesquisa em unhas, cabelos, outros tecidos|01012014|
0855|Metalotioneína urinária|01012014|
0856|Metanefrinas urinárias|01012014|
0857|Metanol|01012014|
0858|Metapneumovírus (pesquisa)|01012014|
0859|Metaxililenodiamina|01012014|
0860|Methotrexate (metotrexato)|01012014|
0861|Metil (4-hidroxi-1H-benzimidazol-2-il)|01012014|
0862|Metil (5-hidoxi-1H-benzimidazol-2-il)|01012014|
0863|Metil etil cetona|01012014|
0864|Metil isobutil cetona|01012014|
1426|Metilclorofórmio no ar exalado|01012014|
0865|Métodos diagnósticos por imagem antebraço|01012014|
0866|Métodos diagnósticos por imagem antebraço articulação acromioclavicular|01012014|
0867|Métodos diagnósticos por imagem articulação coxofemoral (quadril)|01012014|
0868|Métodos diagnósticos por imagem articulação escapuloumeral (ombro)|01012014|
0869|Métodos diagnósticos por imagem articulação esternoclavicular|01012014|
0870|Métodos diagnósticos por imagem articulação tibiotársica (tornozelo)|01012014|
0871|Métodos diagnósticos por imagem articulações sacro|01012014|
0872|Métodos diagnósticos por imagem bacia|01012014|
0873|Métodos diagnósticos por imagem braço|01012014|
0874|Métodos diagnósticos por imagem calcâneo|01012014|
0875|Métodos diagnósticos por imagem clavícula|01012014|
1407|Métodos diagnósticos por imagem coluna|01012014|
1408|Métodos diagnósticos por imagem coluna cervical|01012014|
1409|Métodos diagnósticos por imagem coluna dorsal|01012014|
1410|Métodos diagnósticos por imagem coluna lombar|01012014|
1411|Métodos diagnósticos por imagem coluna sacro-cóccix|01012014|
0876|Métodos diagnósticos por imagem coração e vasos da base|01012014|
0877|Métodos diagnósticos por imagem cotovelo|01012014|
0878|Métodos diagnósticos por imagem coxa|01012014|
0879|Métodos diagnósticos por imagem escanometria|01012014|
0880|Métodos diagnósticos por imagem escápula|01012014|
0881|Métodos diagnósticos por imagem esterno|01012014|
0882|Métodos diagnósticos por imagem joelho|01012014|
0883|Métodos diagnósticos por imagem laringe ou hipofaringe ou pescoço (partes moles)|01012014|
0884|Métodos diagnósticos por imagem mão ou quirodáctilo|01012014|
0886|Métodos diagnósticos por imagem panorâmica dos membros inferiores|01012014|
0887|Métodos diagnósticos por imagem patela|01012014|
0888|Métodos diagnósticos por imagem pé ou pododáctilo|01012014|
0889|Métodos diagnósticos por imagem perna|01012014|
0890|Métodos diagnósticos por imagem punho|01012014|
1999|Métodos diagnósticos por imagem - Não especificados anteriormente|01012014|
1412|Metotrexato|01012014|
0893|Microalbuminúria|01012014|
0894|Micronúcleos cromossômicos (pesquisa)|01012014|
0895|Microsporídia, pesquisa nas fezes|01012014|
0896|Microsporum (pesquisa)|01012014|
0897|Mielograma|01012014|
0898|Mioglobina|01012014|
0899|Mioglobina urinária|01012014|
0900|Mitomicina|01012014|
0901|Molibdênio plasmático|01012014|
0902|Molibdênio urinário|01012014|
0903|Monoclorometano|01012014|
0904|Monometilfosfato urinário (MMP)|01012014|
0905|Mononucleose - Epstein BARR - IgG|01012014|
0906|Mononucleose, anti-VCA (EBV) - IgM|01012014|
0907|Monóxido de carbono no ar expirado|01012014|
0908|Montenegro, IDeR|01012014|
0909|Moraxella (pesquisa)|01012014|
0910|Morfoline urinário|01012014|
0911|Morganella (pesquisa)|01012014|
0912|Muco-nasal, pesquisa de eosinófilos e mastócitos|01012014|
0913|Mucopolissacaridose, pesquisa|01012014|
0914|Mucoproteínas|01012014|
0915|Mycobacterium (pesquisa)|01012014|
0916|Mycoplasma (pesquisa)|01012014|
0891|Mycoplasma pneumoniae - IgG|01012014|
0892|Mycoplasma pneumoniae - IgM|01012014|
0917|N-(2-carbonamidaetil)-valina|01012014|
0918|N-(2-cianoetil)-valina|01012014|
0919|N-(2-hidroxietil)-valina|01012014|
0920|N-(2-hidroxipropil)-valina|01012014|
0921|N-1(hidroxibutenil) valina (adutos de hemoglobina)|01012014|
0922|N-2(hidroxibutenil) valina (adutos de hemoglobina)|01012014|
0923|N-acetil, 3,4-diidroxibutil-cisteína|01012014|
0924|N-acetil-beta-glicosaminidase na urina|01012014|
0925|N-acetil-S-(2-carbonamidaetil)-cisteína|01012014|
1425|N-acetil-S-(N-metilcarbamoil) cisteína na urina|01012014|
0926|N-acetil-S-2-hidroxietil-L-cisteína|01012014|
0927|Naegleria (pesquisa)|01012014|
0928|Naftóis urinários|01012014|
0929|NBT estimulado|01012014|
0930|N-butil álcool|01012014|
0931|N-dimetil acetamida + N-hidroximetil-N-metil acetamida|01012014|
0932|Necator (pesquisa)|01012014|
0933|Neisseria (pesquisa)|01012014|
0934|Neotestudina (pesquisa)|01012014|
0935|N-heptano|01012014|
0936|Nióbio urinário|01012014|
1446|Níquel sanguíneo|01012014|
0937|Níquel urinário|01012014|
0938|Nitrogênio amoniacal|01012014|
0939|Nitrogênio total|01012014|
0940|Nitroglicóis totais urinários|01012014|
0941|N-metil-2-pirrolidona|01012014|
0942|N-metilacetamida|01012014|
0943|N-metilformamida|01012014|
0944|N-metilformamida + N-hidroximetil-N-metilformamida|01012014|
0945|N-metilvalina|01012014|
0946|Nocardia (pesquisa)|01012014|
0947|Norovírus (pesquisa)|01012014|
0948|Nortriptilina|01012014|
0949|N-telopeptídeo|01012014|
0950|Ocitocinase|01012014|
0951|O-cresol urinário|01012014|
0952|Onchocerca (pesquisa)|01012014|
0953|Opisthorchis (pesquisa)|01012014|
0954|Orbivírus (pesquisa)|01012014|
0955|Orthopoxvírus (pesquisa)|01012014|
0956|Ortoreovírus de mamíferos, tipos 1 a 3 (pesquisa)|01012014|
0957|Ósmio urinário|01012014|
0958|Osmolalidade|01012014|
0959|Osmolalidade na urina|01012014|
0960|Osteocalcina|01012014|
0961|O-toluidina|01012014|
0962|Oxcarbazepina|01012014|
0963|Óxido nitroso na urina|01012014|
0964|P,p-1-diclorobenzofenona|01012014|
0965|Paládio urinário|01012014|
0966|P-aminofenol|01012014|
0967|Papilomavírus humano (HPV) (pesquisa)|01012014|
0968|PAPP-A|01012014|
0969|Paracoccidioides (pesquisa)|01012014|
0970|Paracoccidioidomicose, anticorpos totais - IgG|01012014|
0971|Paragonimus (pesquisa)|01012014|
0972|Parapoxvírus (pesquisa)|01012014|
0973|Paraquat urinário|01012014|
0974|Parasitológico de fezes|01012014|
0975|Paratormônio - PTH|01012014|
0976|Parechovírus (pesquisa)|01012014|
0977|Parvovírus - IgG|01012014|
1413|Parvovírus - IgM|01012014|
0978|Parvovírus (pesquisa)|01012014|
0979|Parvovírus humano 4 e 5 (pesquisa)|01012014|
0980|Parvovírus humano B19 (pesquisa)|01012014|
0981|Pasteurella (pesquisa)|01012014|
0982|PCB 101|01012014|
0983|PCB 138|01012014|
0984|PCB 153|01012014|
0985|PCB 180|01012014|
0986|PCB 28|01012014|
0987|PCB 52|01012014|
1424|p-clorocatecol (para-clorocatecol) urinário|01012014|
0988|Pegivírus humano (pesquisa)|01012014|
0989|Penicillium (pesquisa)|01012014|
0990|Pentacloroetano|01012014|
0991|Pentaclorofenol sanguíneo/plasmático|01012014|
0992|Pentaclorofenol urinário|01012014|
0993|Peptídeo C|01012014|
0994|Peptídeo natriurético BNP/PROBNP|01012014|
0995|Peptídio intestinal vasoativo|01012014|
0996|Peptostreptococcus (pesquisa)|01012014|
0997|Perfil lipídico/lipidograma|01012014|
0998|Pesquisa de agente infeccioso específico por PCR|01012014|
0999|Pesquisa de mutação de alelo específico por PCR|01012014|
1000|pH - Tornassol|01012014|
1001|Piridinolina|01012014|
1002|Pirimidina-5-nucleotidase|01012014|
1003|Piruvato quinase|01012014|
1004|Planigrafia de tórax, mediastino ou laringe|01012014|
1005|Plaquetas, teste de agregação|01012014|
1006|Plasminogênio|01012014|
1007|Plasmodium (pesquisa)|01012014|
1008|Platina urinária|01012014|
1009|Plesiomonas (pesquisa)|01012014|
1010|Pneumocysti carinii (pesquisa)|01012014|
1011|P-nitrocresol|01012014|
1012|P-nitrofenol|01012014|
1013|Poliomavírus BK (pesquisa)|01012014|
1014|Poliomavírus JC (pesquisa)|01012014|
1015|Poliomavírus KI (pesquisa)|01012014|
1016|Poliomavírus WU (pesquisa)|01012014|
1017|Poliomelite (sorologia)|01012014|
1018|Poliovírus (pesquisa)|01012014|
1019|Porfibilinogênio na urina|01012014|
1020|Porfirinas quantitativas|01012014|
1021|Porphyromonas (pesquisa)|01012014|
1022|Potássio|01012014|
1023|Poxvírus, pesquisa|01012014|
1024|PPD (tuberculina), IDeR|01012014|
1025|Prata sanguínea|01012014|
1026|Pré-albumina|01012014|
1027|Pregnandiol|01012014|
1028|Pregnantriol|01012014|
1029|Prevotella (pesquisa)|01012014|
1030|Primidona|01012014|
1031|Prions (pesquisa)|01012014|
1032|Procainamida|01012014|
1033|Procalcitonina|01012014|
1447|Procedimento diagnóstico em citopatologia cérvico-vaginal oncótica|01012014|
1034|Produtos de degradação da fibrina|01012014|
1035|Progesterona|01012014|
1036|Prolactina|01012014|
1037|Propanolol|01012014|
1038|Propilenoglicol|01012014|
1039|Propilenotioureia (PTU)|01012014|
1040|Proteína amiloide A|01012014|
1041|Proteína C|01012014|
1042|Proteína C reativa|01012014|
1043|Proteína eosinofílica catiônica|01012014|
1044|Proteína ligadora do retinol|01012014|
1045|Proteína nuclear matriz 22 (NMP22)|01012014|
1046|Proteína S livre|01012014|
1047|Proteína S total + livre|01012014|
1048|Proteína S, teste funcional|01012014|
1049|Proteínas de Bence Jones|01012014|
1050|Proteínas totais|01012014|
1051|Proteus (pesquisa)|01012014|
1052|Protoporfirina eritrocitária livre - Zinco|01012014|
1053|Protoporfirinas livres|01012014|
1054|Protoporfirinas Zn|01012014|
1055|Prova de concentração da urina (Fishberg ou Volhard)|01012014|
1056|Prova de diluição urinária|01012014|
1057|Prova de função pulmonar completa (ou espirometria)|01012014|
1058|Prova do laço|01012014|
1059|Prova do LH-Rh|01012014|
1060|Prova do TRH-HPR|01012014|
1414|Prova do TRH-TSH|01012014|
1061|Prova para diabete insípido|01012014|
1062|Providencia (pesquisa)|01012014|
1063|Pseudallescheria (pesquisa)|01012014|
1064|Pseudomonas (pesquisa)|01012014|
1065|Pseudoterranova (pesquisa)|01012014|
1066|Psitacose - IgA|01012014|
1067|Psitacose - IgG|01012014|
1068|Psitacose - IgM|01012014|
1069|P-ter-butilfenol|01012014|
1070|P-toluidina|01012014|
1071|Quebra das fitas de DNA (pesquisa)|01012014|
1072|Quinidina|01012014|
1073|Radiografia de coluna cervical|01012014|
1074|Radiografia de coluna dorsal|01012014|
1075|Radiografia de coluna lombo-sacra|01012014|
1076|Radiografia de membros inferiores|01012014|
1077|Radiografia de membros superiores|01012014|
1078|Radiografia de tórax (PA) Padrão OIT (o mais recente), com dois leitores habilitados|01012014|
1415|Radiografia de tórax (PA) Padrão OIT (o mais recente), com pelo menos um leitor habilitado|01012014|
1448|Radiografia de tórax em duas incidências|01012014|
1430|Radiografia de tórax em visão anteroposterior e de perfil|01012014|
1079|Raiva (pesquisa)|01012014|
1080|Reação de fixação de complemento|01012014|
1081|Reação sorológica para Coxsackie, neutralização - IgG|01012014|
1082|Renina|01012014|
1083|Reovírus tipos 1 a 3 (pesquisa)|01012014|
1084|Reserva alcalina (bicarbonato)|01012014|
1085|Resistência globular, curva de|01012014|
1086|Reticulócitos|01012014|
1087|Retração do coágulo|01012014|
1088|Rhinocladiella (pesquisa)|01012014|
1089|Rhizomucor (pesquisa)|01012014|
1090|Rhizopus (pesquisa)|01012014|
1091|Rhodococcus (pesquisa)|01012014|
1092|Rickettsia (pesquisa)|01012014|
1093|Rinovírus humano (pesquisa)|01012014|
1094|Ristocetina, co-fator|01012014|
1095|Rochalimaea (pesquisa)|01012014|
1096|Ródio urinário|01012014|
1097|Rotavírus humano tipos A, B e C (pesquisa)|01012014|
1098|Rotina (sumário) de urina|01012014|
1099|Rubéola - IgG|01012014|
1100|Rubéola - IgM|01012014|
1101|Rubídio urinário|01012014|
1102|Sacarose, teste de tolerância|01012014|
1103|Saksenaea (pesquisa)|01012014|
1104|Salicilatos|01012014|
1105|Salmonela (pesquisa)|01012014|
1107|Sangue oculto nas fezes|01012014|
1108|Sarampo - IgG|01012014|
1109|Sarampo - IgM|01012014|
1110|Sarcocystis (pesquisa)|01012014|
1111|Sarcoptes scabei (pesquisa)|01012014|
1112|Scedosporium (pesquisa)|01012014|
1113|Schistosoma (pesquisa)|01012014|
1114|Schistosomose/Esquistossomose - IgG|01012014|
1115|Schistosomose/Esquistossomose - IgM|01012014|
1116|Scopulariopsis (pesquisa)|01012014|
1117|Selênio plasmático|01012014|
1118|Selênio urinário|01012014|
1119|Serpulina (pesquisa)|01012014|
1120|Shigella (pesquisa)|01012014|
1121|Sífilis - FTA-ABS - IgG|01012014|
1122|Sífilis - FTA-ABS - IgM|01012014|
1123|Sífilis - VDRL|01012014|
1124|Silício sangúineo|01012014|
1125|S-metilcisteína|01012014|
1126|Sobrecarga de água, prova|01012014|
1127|Sódio|01012014|
1128|Solventes, pesquisa no ar expirado|01012014|
1129|Somatomedina C (IGF1)|01012014|
1431|Somatório de ácidos mandélico e fenilglioxílico na urina|01012014|
1130|Somatotrófico coriônico-hormônio (HCS ou PHL)|01012014|
1131|Sporothrix (pesquisa)|01012014|
1132|Staphylococcus (pesquisa)|01012014|
1133|Streptococcus (pesquisa)|01012014|
1134|Strongyloides (pesquisa)|01012014|
1135|Substâncias redutoras nas fezes|01012014|
1136|Succinil acetona|01012014|
1137|Sulfato de dehidroepiandrosterona (S-DHEA)|01012014|
1138|Sulfatos inorgânicos|01012014|
1139|Sulfatos orgânicos|01012014|
1140|Sulfo-hemoglobina|01012014|
1141|Sulfonamidas livre e acetilada (% de acetilação)|01012014|
1142|T3 livre|01012014|
1143|T3 retenção|01012014|
1144|T3 reverso|01012014|
1145|T4 livre|01012014|
1146|Tacrolimus|01012014|
1147|Taenia saginata (pesquisa)|01012014|
1148|Taenia solium (pesquisa)|01012014|
1149|Tálio sanguíneo|01012014|
1150|Tálio urinário|01012014|
1151|Telúrio urinário|01012014|
1152|Tempo de coagulação|01012014|
1153|Tempo de protrombina|01012014|
1154|Tempo de reptilase|01012014|
1155|Tempo de sangramento (Duke)|01012014|
1156|Tempo de sangramento de IVY|01012014|
1157|Tempo de trombina|01012014|
1158|Tempo de tromboplastina parcial ativada (TTPA)|01012014|
1159|Teofilina|01012014|
1160|Ter-butil-álcool sanguíneo|01012014|
1161|Ter-butil-álcool urinário|01012014|
1162|Ter-butil-metil-éter sanguíneo|01012014|
1163|Ter-butil-metil-éter urinário|01012014|
1164|Teste de inibição da migração dos linfócitos|01012014|
1165|Teste de tolerância a insulina ou hipoglicemiantes orais|01012014|
1166|Teste ergométrico (de esforço)|01012014|
1167|Teste oral de tolerância à glicose|01012014|
1168|Teste respiratório para H. Pylori|01012014|
1169|Testes cutâneo-alérgicos para alérgenos da poeira|01012014|
1170|Testes cutâneo-alérgicos para alimentos|01012014|
1171|Testes cutâneo-alérgicos para fungos|01012014|
1172|Testes cutâneo-alérgicos para insetos hematófagos|01012014|
1173|Testes cutâneo-alérgicos para pólens|01012014|
1174|Testes de contato - Até 30 substâncias|01012014|
1175|Testosterona livre|01012014|
1176|Testosterona total|01012014|
1177|Tetracloreto de carbono (tetraclorometano)|01012014|
1178|Tetracloroetano|01012014|
1179|Tetracloroetileno|01012014|
1428|Tetracloroetileno no ar exalado|01012014|
1180|Tetrahidroftalimida urinária|01012014|
1181|Tetra-hidrofurano|01012014|
1182|Thiram sanguíneo|01012014|
1183|Tiocianato plasmático|01012014|
1184|Tiocianato urinário|01012014|
1185|Tireoglobulina|01012014|
1186|Tirosina|01012014|
1187|Tirosinose na urina|01012014|
1188|Tolueno sanguíneo|01012014|
1189|Tolueno urinário|01012014|
1190|Tolueno-2,4-diamina|01012014|
1191|Tolueno-2,6-diamina|01012014|
1416|Tomografia de tórax|01012014|
1192|Torovírus bovino (pesquisa)|01012014|
1193|Torovírus equino (pesquisa)|01012014|
1194|Torovírus humano (pesquisa)|01012014|
1195|Torovírus porcino (pesquisa)|01012014|
1196|Toxocara (pesquisa)|01012014|
1197|Toxocara canis - IgG|01012014|
1198|Toxocara canis - IgM|01012014|
1199|Toxoplasma (pesquisa)|01012014|
1200|Toxoplasmina, IDeR|01012014|
1201|Toxoplasmose - IgA|01012014|
1202|Toxoplasmose - IgG|01012014|
1203|Toxoplasmose - IgM|01012014|
1204|Transaminase oxalacética (amino transferase aspartato)|01012014|
1205|Transaminase pirúvica (amino transferase de alanina)|01012014|
1206|Transferrina|01012014|
1207|Treponema (pesquisa)|01012014|
